City_ID,Cities,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,WindSpeed
383,mahibadhoo,35,MV,1584240491,74,3.78,72.97,83.43,7.09
384,north platte,90,US,1584240492,92,41.12,-100.77,30.2,14.99
385,nabire,41,ID,1584240050,75,-3.37,135.48,84.65,5.21
386,clarksburg,90,US,1584240494,80,39.28,-80.34,36.0,5.82
387,kortkeros,0,RU,1584240495,72,61.81,51.58,17.6,4.47
388,jacareacanga,97,BR,1584240497,99,-6.22,-57.75,71.76,0.67
389,sain alto,17,MX,1584240364,20,23.58,-103.25,69.48,5.28
390,zeya,10,RU,1584240499,81,53.75,127.27,6.51,6.85
391,bull savanna,1,JM,1584240500,88,17.89,-77.59,67.8,4.9
392,lagoa,22,PT,1584240059,83,39.05,-27.98,58.8,11.34
393,pemba,40,MZ,1584240045,94,-12.97,40.52,75.2,5.82
394,grindavik,0,IS,1584240503,73,63.84,-22.43,21.2,5.82
395,tocopilla,0,CL,1584240334,56,-22.09,-70.2,60.37,2.71
396,itoman,0,JP,1584240505,48,26.12,127.67,62.6,18.34
397,wewak,100,PG,1584240507,96,-3.55,143.63,75.25,6.22
398,ostrovnoy,35,RU,1584240036,91,68.05,39.51,0.46,15.43
399,salacgriva,0,LV,1584240509,86,57.75,24.36,23.0,1.01
400,eregli,50,TR,1584240511,64,37.51,34.05,47.26,1.48
401,kavaratti,54,IN,1584240063,72,10.57,72.64,81.99,8.97
402,talara,10,PE,1584240057,85,-4.58,-81.27,77.05,6.67
403,norman wells,90,CA,1584240048,92,65.28,-126.83,19.4,19.42
404,bahia honda,1,CU,1584240516,86,22.9,-83.16,74.21,12.66
405,sao desiderio,100,BR,1584240517,93,-12.36,-44.97,67.82,3.24
406,caravelas,100,BR,1584240048,79,-17.71,-39.25,80.42,12.39
407,troitsko-pechorsk,17,RU,1584240519,93,62.71,56.2,13.08,6.98
408,bilma,14,NE,1584240520,22,18.69,12.92,58.6,2.53
409,inyonga,100,TZ,1584240521,98,-6.72,32.07,65.5,2.04
410,forli,100,IT,1584240304,81,44.22,12.05,53.01,8.05
411,san juan,4,AR,1584240524,22,-31.54,-68.54,66.25,12.57
412,oussouye,0,SN,1584240525,57,12.48,-16.55,78.8,4.7
413,osorno,0,CL,1584240526,88,-40.57,-73.15,47.21,4.74
414,saint-augustin,1,CA,1584240527,82,51.23,-58.65,16.57,13.87
415,caceres,0,ES,1584240528,78,39.52,-6.37,51.01,0.96
416,islamkot,98,PK,1584240529,25,24.7,70.18,71.98,10.6
417,kindu,100,CD,1584240530,90,-2.95,25.95,69.89,2.21
418,saint augustine,1,US,1584240531,88,29.89,-81.31,71.01,3.36
419,te anau,100,NZ,1584240532,67,-45.42,167.72,61.65,7.18
420,isangel,90,VU,1584240534,83,-19.55,169.27,84.2,13.87
421,ilhabela,0,BR,1584239961,86,-23.78,-45.36,77.52,12.93
422,okhotsk,100,RU,1584240048,87,59.38,143.3,9.05,4.99
423,mlonggo,40,ID,1584240537,70,-6.53,110.7,86.0,2.24
424,bubaque,0,GW,1584240538,46,11.28,-15.83,82.18,17.0
425,alugan,22,PH,1584240539,62,12.22,125.48,81.82,10.51
426,valparaiso,0,CL,1584240540,77,-33.04,-71.63,60.8,4.7
427,navahrudak,0,BY,1584240541,69,53.6,25.83,25.72,12.66
428,mackay,11,AU,1584240543,51,-21.15,149.2,84.2,13.87
429,ilulissat,97,GL,1584240057,70,69.22,-51.1,-0.4,9.17
430,imbituba,75,BR,1584240546,61,-28.24,-48.67,78.8,12.75
431,demirci,100,TR,1584240547,73,39.05,28.66,49.24,2.28
432,raga,100,SS,1584240548,21,8.46,25.68,76.59,4.88
433,tura,85,IN,1584240549,62,25.52,90.22,74.1,9.82
434,arzgir,2,RU,1584240550,79,45.37,44.22,40.64,7.54
435,havre-saint-pierre,90,CA,1584240552,73,50.23,-63.6,23.0,21.92
436,jiuquan,95,CN,1584240553,24,39.74,98.52,34.7,5.97
437,kota belud,20,MY,1584240464,79,6.35,116.43,86.0,5.82
438,yerbogachen,100,RU,1584240555,93,61.28,108.01,28.92,12.06
439,male,40,MV,1584240556,83,4.17,73.51,82.4,4.7
440,sola,27,VU,1584240557,77,-13.88,167.55,85.42,26.37
441,russell,1,US,1584240558,53,32.35,-85.2,71.6,4.7
442,yeniseysk,100,RU,1584240559,94,58.45,92.17,33.89,12.93
443,timmins,20,CA,1584240561,72,48.47,-81.33,10.4,6.93
444,tilichiki,100,RU,1584240562,91,60.47,166.1,26.47,5.35
445,pemangkat,2,ID,1584240563,69,1.17,108.97,85.03,5.91
446,margate,75,GB,1584240564,87,51.38,1.39,48.99,18.34
447,jati,100,PK,1584240565,19,24.35,68.27,72.54,3.89
448,faya,5,SA,1584240566,82,18.39,42.45,59.0,13.87
449,sztum,0,PL,1584240567,67,53.92,19.03,24.01,4.7
450,bama,39,NG,1584240568,27,11.52,13.69,58.26,2.55
451,desnogorsk,38,RU,1584240569,51,54.15,33.28,24.44,15.7
452,palu,100,ID,1584240436,57,-0.89,119.87,82.56,4.29
453,pangai,100,TO,1584240573,83,-19.8,-174.35,82.74,14.03
454,tarko-sale,96,RU,1584240574,92,64.92,77.78,12.38,18.99
455,dakar,27,SN,1584240281,94,14.69,-17.44,71.6,4.7
456,soni,100,TZ,1584240576,87,-4.85,38.37,69.1,1.54
457,bequimao,40,BR,1584240577,94,-2.45,-44.78,77.0,2.24
458,ugoofaaru,0,MV,1584240578,71,5.67,73.0,83.97,11.77
459,churapcha,99,RU,1584240579,84,62.0,132.43,-1.19,5.57
460,amahai,93,ID,1584240581,70,-3.33,128.92,82.9,6.8
461,kasongo-lunda,100,CD,1584240562,95,-6.47,16.82,68.56,0.67
462,mehran,90,IR,1584240583,93,33.12,46.16,44.6,2.24
463,pundaguitan,94,PH,1584240584,68,6.37,126.17,81.59,11.77
464,esil,100,KZ,1584240585,99,51.96,66.4,34.2,15.08
465,morbegno,40,IT,1584240586,87,46.14,9.57,46.4,1.12
466,vestmanna,100,FO,1584240587,64,62.16,-7.17,35.6,32.21
467,makakilo city,75,US,1584240590,88,21.35,-158.09,80.6,9.17
468,belaya gora,0,RU,1584240591,81,68.53,146.42,-14.13,2.64
469,makubetsu,20,JP,1584240592,80,45.37,141.82,32.0,4.7
470,utena,3,LT,1584240593,70,55.5,25.6,26.01,9.62
471,pierre,90,US,1584240594,86,44.37,-100.35,30.99,16.11
472,kirkwall,33,GB,1584240595,86,58.98,-2.96,41.0,11.41
473,nador,90,MA,1584240597,67,35.17,-2.93,62.6,1.12
474,quang ngai,100,VN,1584240598,76,15.12,108.8,79.59,5.1
475,santiago,0,CL,1584240430,37,-33.46,-70.65,71.6,8.05
476,qaqortoq,100,GL,1584240601,62,60.72,-46.03,21.2,8.99
477,nalut,0,LY,1584240602,33,30.33,10.85,57.51,8.88
478,vanimo,100,PG,1584240604,87,-2.67,141.3,79.0,24.96
479,temiscaming,40,CA,1584240605,41,46.72,-79.1,23.0,10.29
480,miles city,90,US,1584240606,86,46.41,-105.84,30.0,14.99
481,capitan miranda,63,PY,1584240607,62,-27.2,-55.8,87.8,3.36
482,soyo,100,AO,1584240602,88,-6.13,12.37,79.27,3.87
483,pitkyaranta,0,RU,1584240610,80,61.57,31.48,18.37,8.68
484,road town,90,VG,1584240504,83,18.42,-64.62,75.2,12.75
485,magdalena,40,PH,1584240612,70,14.2,121.43,90.0,6.93
486,robe,17,AU,1584240614,36,-37.18,139.75,71.44,11.32
487,mayumba,100,GA,1584240615,80,-3.43,10.66,82.92,2.46
488,haicheng,85,CN,1584240616,40,40.85,122.75,30.65,22.82
489,quatre cocos,40,MU,1584240617,94,-20.21,57.76,75.2,13.38
490,kotka,0,FI,1584240618,85,60.47,26.95,12.2,2.24
491,kismayo,82,SO,1584240621,81,-0.36,42.55,82.35,12.8
492,nsanje,63,MW,1584240622,97,-16.92,35.26,69.12,2.28
493,storslett,100,NO,1584240624,64,69.77,21.02,35.29,19.33
494,setermoen,75,NO,1584240625,86,68.86,18.35,33.8,33.33
495,asau,90,RO,1584240626,51,46.43,26.4,37.4,14.99
496,christchurch,100,NZ,1584240596,68,-43.53,172.63,64.99,21.92
497,cedar city,20,US,1584240629,61,37.68,-113.06,46.4,16.11
498,gujar khan,0,PK,1584240630,100,33.26,73.3,55.99,3.29
499,ust-shonosha,6,RU,1584240631,95,61.15,41.34,12.58,6.06
500,port hedland,0,AU,1584240633,37,-20.32,118.57,96.8,6.93
501,farafangana,49,MG,1584240635,79,-22.82,47.83,78.73,14.0
502,koutsouras,99,GR,1584240636,87,35.03,25.95,57.0,1.99
503,pacific grove,90,US,1584240511,93,36.62,-121.92,53.6,16.11
504,olinda,40,BR,1584240640,78,-8.01,-34.86,80.6,4.7
505,crixas,0,BR,1584240641,90,-14.55,-49.97,71.55,3.15
506,gobabis,0,NA,1584240642,72,-22.45,18.97,68.0,3.36
507,camabatela,100,AO,1584240644,97,-8.19,15.38,63.34,2.91
508,ontario,90,US,1584240388,93,34.06,-117.65,62.6,4.7
509,luangwa,100,ZM,1584240646,95,-15.62,30.42,69.53,1.43
510,spassk-dalniy,100,RU,1584240648,72,44.6,132.82,29.48,10.51
511,dire dawa,100,ET,1584240649,86,9.59,41.87,60.98,0.69
512,kamenka,33,RU,1584240650,89,51.32,42.77,34.0,14.0
513,seoul,75,KR,1584240624,22,37.57,126.98,50.0,4.7
514,chissamba,100,AO,1584240652,99,-12.17,17.33,64.4,2.01
515,awbari,0,LY,1584240653,21,26.59,12.78,58.69,6.76
516,ketchikan,1,US,1584240632,47,55.34,-131.65,42.8,13.87
517,gijon,74,ES,1584240655,87,43.54,-5.66,45.0,1.12
518,srednekolymsk,100,RU,1584240656,96,67.45,153.68,-2.67,12.93
519,barguzin,100,RU,1584240658,96,53.62,109.62,23.72,6.55
520,afua,100,BR,1584240659,91,-0.16,-50.39,77.23,7.34
521,santa rosa,40,PH,1584240660,70,14.31,121.11,90.0,6.93
522,teguldet,100,RU,1584240661,96,57.31,88.17,33.28,14.12
523,tarata,75,BO,1584240662,49,-17.62,-66.02,68.0,6.93
524,guerrero negro,60,MX,1584240663,71,27.98,-114.06,61.27,13.15
525,paamiut,100,GL,1584240612,68,61.99,-49.67,4.01,6.6
526,codajas,100,BR,1584240665,99,-3.84,-62.06,73.36,3.0
527,gravdal,49,NO,1584240666,68,68.12,13.5,35.28,17.36
528,abashiri,75,JP,1584240668,74,44.02,144.27,30.2,12.75
529,dovolnoye,100,RU,1584240669,96,54.5,79.67,33.55,13.69
530,melilla,90,ES,1584240670,67,35.29,-2.94,62.6,1.12
531,marawi,97,PH,1584240671,79,8.0,124.29,81.0,7.0
532,miramar,1,US,1584240672,73,25.99,-80.23,77.0,8.05
533,burnie,87,AU,1584240673,45,-41.07,145.92,68.0,5.01
534,kermanshah,90,IR,1584240674,87,34.31,47.06,46.4,6.93
535,sao joao da barra,67,BR,1584240675,85,-21.64,-41.05,78.12,6.11
536,yar-sale,10,RU,1584240677,87,66.83,70.83,-8.54,10.74
537,sharjah,100,AE,1584240452,49,25.36,55.4,75.2,3.36
538,kargopol,97,RU,1584240680,90,61.51,38.95,18.84,7.45
539,pangnirtung,100,CA,1584240681,98,66.15,-65.71,-34.33,0.72
540,cobija,99,BO,1584240682,73,-11.03,-68.77,78.01,1.61
541,nuuk,100,GL,1584240683,60,64.18,-51.72,5.0,14.99
542,poum,100,NC,1584240684,79,-20.23,164.02,84.09,52.48
543,vao,99,NC,1584240685,82,-22.67,167.48,83.75,29.95
544,mossendjo,86,CG,1584240687,98,-2.95,12.73,71.76,0.85
545,moron,91,AR,1584240601,88,-34.65,-58.62,68.0,5.82
546,san angelo,90,US,1584240515,89,31.46,-100.44,57.99,1.99
547,salalah,75,OM,1584240690,57,17.02,54.09,77.0,6.93
548,angoche,97,MZ,1584240693,97,-16.23,39.91,70.21,4.56
549,dalvik,0,IS,1584240694,77,65.97,-18.53,1.4,10.29
550,lyubim,100,RU,1584240695,73,58.36,40.68,21.38,7.54
551,vardo,100,NO,1584240471,92,70.37,31.11,19.04,35.72
